filename,n_samples,mean,std,min,max,range,median,q01,q05,q25,q75,q95,q99,iqr,abs_mean,rms,energy_per_sample,crest_factor,zero_crossing_rate,diff_mean,diff_std,diff_abs_mean,diff_max_abs,fft_dominant_bin,fft_spectral_centroid,fft_low_power_ratio,fft_high_power_ratio,damage
train01.csv,581119,5.9350873552551215,8.631423845795918,-19.34373,39.39125,58.73498,5.877941,-15.473143,-10.280573,1.1274768,12.123761,19.721903,23.692183,10.9962842,8.728366452806494,10.475053198923796,109.72673952028363,3.76048209512132,0.04001080675525453,1.7102721822418206e-05,0.8418239187189676,0.6555956540898269,7.77151747,6.0,0.0021479454224201475,0.9948549969566972,0.0010233456712635351,0.103662995
train02.csv,581119,-7.732041671030439,10.753985486183584,-37.650806,25.297182,62.947988,-8.015717,-29.840237,-27.880156,-11.272601,-3.8021774,12.580031,21.151672,7.4704236,10.83484896950598,13.245099933167676,175.43267223959836,2.842621512104564,0.0332686304674782,-2.043525382108285e-05,0.5247498279216082,0.3913458254463741,15.8549847,6.0,0.0009451025222038625,0.9978833307735921,0.0003491110843104914,0.149208849
train03.csv,581119,1.9267890592772599,9.019787526702455,-28.079456,29.944937,58.024393,1.9638029,-22.896507,-14.864844,-2.5941331,5.9562488,18.465061,21.373297,8.5503819,6.783205339934378,9.223290253798138,85.06908310580772,3.2466653630102846,0.0840448927756497,3.343684587295463e-06,0.6692383927744191,0.5202767118013829,7.16004106,5.0,0.0017406227242327513,0.9955308366413059,0.0008089052129987797,0.111297606
train04.csv,581119,-2.4779099304942,6.969856639826616,-54.09785,38.48947,92.58732,-2.5957277,-18.591022,-14.3137045,-6.83903,1.4945098,9.751516,14.016078,8.3335398,5.8776313198431795,7.3972251015753825,54.71893920337693,7.313262643375757,0.042285731985586404,-6.189840789650202e-06,0.8350373613803295,0.6488025507808534,14.698495999999999,6.0,0.006916751901649303,0.9863325223572316,0.0015184710343295396,0.894736481
train05.csv,581119,3.0746032680557542,8.83038919407071,-19.364319,29.429405,48.793724,2.9789214,-15.563205,-13.177941,-0.38000515,7.855743,20.105196,24.65888,8.235748150000001,7.164910534267201,9.350345371947494,87.4289585746999,3.147413686802382,0.033232493228569755,-3.731464177671057e-07,0.47616118948078656,0.3693754149091372,7.802064,5.0,0.0008065767025240153,0.9981059077595205,0.0003949086089295527,0.054740135
train06.csv,581119,-6.897793046160557,10.940576474281231,-44.113018,40.77429,84.88730799999999,-6.5313053,-31.306578,-27.394917,-10.991449,-2.9597883,13.528716,21.687931,8.0316607,10.346502656710959,12.933513153712603,167.27576249725692,3.410752938951766,0.03662423122326275,-1.59574964809212e-05,0.6476333854218135,0.4874988818174863,17.806563999999998,6.0,0.001815189712131106,0.9963976429225795,0.0005338777518154336,0.467359393
train07.csv,581119,-0.013323827368222331,7.273806592073791,-24.620083,21.027306,45.647389000000004,-1.0990919,-18.480474,-13.599401,-3.2717648,3.1399589,14.20741,15.950651,6.4117237,5.244539882021136,7.273818795053385,52.90843986327188,3.3847534140855537,0.016222178628092745,-8.223854105362417e-06,0.5696483078781011,0.45106411418268577,6.6328176999999995,5.0,0.0014083041647491809,0.9964364606962968,0.0008666602110696264,0.028737481
train08.csv,581119,1.363018377371318,8.907257512132142,-25.758049,28.776934,54.534983,3.2648609,-19.672602,-16.785913,-2.9549534,4.690867,18.292105,22.717493,7.6458204,6.8710907133300045,9.010940876761229,81.19705548448641,3.1935548566533267,0.014334438100351392,-5.452284905991568e-06,0.7282750988201124,0.5572189900035105,10.2291021,5.0,0.0015117038252545013,0.9963971753389164,0.0008512901435717405,0.078418334
train09.csv,581119,3.9683686389643724,2.8841226029642617,-15.130052,31.197628,46.32768,4.0923634,-3.4971106,-0.79296184,2.1322806,5.954654,8.225119,10.703921,3.8223733999999996,4.237065123863943,4.9057224588887305,24.066112843645296,6.35943599774307,0.061078817038880226,4.455807151043308e-06,0.6485439403860436,0.5072963503561618,5.969536999999999,6.0,0.014289434026106967,0.9537840741531692,0.0056041508381636344,0.033628754
train10.csv,581119,-3.144718408675314,15.500449161322303,-51.528698,36.99815,88.526848,-3.7724147,-42.55314,-35.371838,-7.9264297,3.7362745,28.00133,31.279472,11.6627042,11.570588270591589,15.816231475057473,250.15317807259868,3.2579630666925032,0.05690754717630499,-1.441369446480688e-06,0.628361962300814,0.4884643359075747,10.7995874,5.0,0.0006433253485215604,0.9986005890814748,0.00023950500510345143,0.716510036
train11.csv,581119,7.9354863827759505,4.631801681907922,-13.06952,32.471573,45.541093000000004,7.955661,-2.771646,0.1578483,4.6009855,11.761026,14.809572,16.85469,7.160040499999999,8.102754663785342,9.188336680365364,84.4255309517476,3.533999039171611,0.04296889788304613,8.187272120292301e-06,0.7197273643487583,0.5747277866559459,5.5358514,6.0,0.005963061791966013,0.9885515834423985,0.002727827267292166,0.056409053
train12.csv,581119,-1.5447677429377045,4.242999490923226,-36.812668,21.858004,58.670672,-0.5107482,-14.018736,-11.850314,-2.2837512,0.777549,3.409417,5.692637,3.0613002000000002,2.8522536837066967,4.515457015584979,20.38935205959561,8.152589621146632,0.07001159833286871,-2.4152085118685184e-05,0.6439197308400618,0.5028166043129588,9.375231999999999,1.0,0.006535505340593981,0.981859390428617,0.003011535006004457,0.054978382
train13.csv,581119,0.020319376700584632,2.9187911214161946,-21.768717,19.656631,41.425348,0.18335913,-7.2190356,-5.6968884,-1.1261971,1.0422239,5.527879,6.7226367,2.168421,2.036485804047345,2.9188618479687434,8.519754487527507,7.457947012854186,0.1853152027643267,1.8510989334350653e-06,0.6949881206798598,0.5419930709893206,8.04441704,4.0,0.012861961113083707,0.9519288643185484,0.00727372314544808,0.028620288
train14.csv,581119,-2.909589769783399,2.901232686976081,-20.387941,18.265228,38.653169000000005,-3.040573,-9.150418,-6.8459396,-4.8816047,-1.1697781,2.1976523,4.612678,3.7118265999999993,3.4691342789102557,4.1088762128356535,16.882863732406665,4.961926313648845,0.05934250875037428,-6.021558822820882e-06,0.5397880238180742,0.4155899997474042,6.8666670000000005,4.0,0.013151691099132105,0.9690597279578583,0.003990922790700474,0.035544524
train15.csv,581119,-4.0973173985528,4.9746558304625355,-31.82583,23.473158,55.298988,-4.9501653,-13.951238,-11.969897,-6.7997007,-1.2723529,5.785645,9.365665,5.527347799999999,5.481595250346414,6.4447816484376235,41.535210496038374,4.938232470251407,0.034333818604827246,-4.492390013732115e-06,0.6022251239723616,0.4718365877401698,6.9559535000000015,5.0,0.00403413267032388,0.9899145801617232,0.0019590318407313547,0.051323979
train16.csv,581119,-6.395624914287499,9.942531782244062,-55.69706,28.331377,84.028437,-5.6065373,-30.823997,-24.271967,-12.048024,-1.2484365,10.864959,16.877012,10.7995875,9.418747382795278,11.8219269277554,139.75795628518824,4.711335160533795,0.015970938776634004,-2.350822586806805e-05,0.6447209012110254,0.4957348164170065,9.166894,6.0,0.0023147642174978474,0.995434121437421,0.0004399054781997634,0.61202604
train17.csv,581119,-6.190607938087404,10.358199838347291,-49.495808,28.950016,78.445824,-5.421584,-34.236073,-28.228271,-9.031367,-1.8245562,11.819489,15.641863,7.2068107999999995,9.374921967959121,12.067142600228465,145.6159305342486,4.101700762122327,0.013716663397106955,-1.935239951266354e-05,0.574480037394263,0.4352251962429937,11.547905,5.0,0.0015330641106573385,0.9971235154870326,0.0004531237749831636,0.423558906
train18.csv,581119,4.0619574593578855,10.8733243551617,-34.129246,37.60297,71.732216,3.0272858,-24.524418,-15.140681,-0.31463364,9.294448,23.946173,28.10869,9.60908164,8.61661607418949,11.607268452749153,134.72868093418572,3.2396054380124713,0.019364397592227398,1.619894463774991e-05,0.6225825647945363,0.4699995401992607,11.569164400000002,6.0,0.0017937680608456346,0.9959536055413849,0.00039369048728278387,0.375658256
train19.csv,581119,-0.015162702934325008,3.10319025862402,-18.483664,19.99518,38.478844,-0.15412797,-7.2716513,-5.0734673,-1.9101238,1.8697317,5.2881837,7.903044,3.7798555,2.3676886069455723,3.1032273021451853,9.630019688779285,6.443350116883599,0.09306199429375789,-4.2436260793845036e-07,0.6917532370193384,0.5467920331773788,8.7034465,4.0,0.013700282434097315,0.9639841567794505,0.0054409543062727645,0.033974091
train20.csv,581119,-8.254097429853957,9.115644403703698,-39.69805,23.130886,62.828936,-8.255944,-27.88228,-25.080341,-11.955016,-4.5653768,8.670495,15.320319,7.3896392,10.242564688989885,12.297361394880456,151.2250972762962,3.2281762505998697,0.05362250007743694,-2.2300987751196793e-05,0.7415695471784958,0.5905355922110105,10.21709,6.0,0.0016401037514329612,0.9962589688661165,0.000796440122528293,0.115031186
train21.csv,581119,-0.14194085386027994,3.9244894937444275,-33.045036,24.541424,57.58646,1.203261,-12.096388,-8.507863,-1.4413623,2.1769247,4.2390504,6.6583276,3.6182869999999996,2.894618684700101,3.9270555117676875,15.421764992504976,8.41471069124689,0.035006659576884556,-1.7808595156233452e-05,0.4935399450947991,0.37333176941195423,10.357399000000001,1.0,0.006144197519624348,0.9833955958408277,0.0021028797081587038,0.056276601
train22.csv,581119,-4.0870576451501925,6.811866787815588,-31.297544,19.932467,51.230011,-3.50774,-15.837977,-14.749515,-9.689866,0.61226004,7.5809703,10.518968,10.302126040000001,6.427030407308312,7.943901392245858,63.10556932972569,3.9398203042331295,0.033218726661366535,5.048453154092464e-07,0.7306703614336312,0.5821413544248293,6.4117233,6.0,0.0028519921702109966,0.9940773160043873,0.0012905799219761285,0.080670606
train23.csv,581119,4.42035724324801,11.766271385961861,-49.762604,43.288166,93.05077,6.493039,-25.255196,-18.142350899999997,-3.2095819,9.5458355,23.755371,27.657764639999783,12.7554174,10.142188451120926,12.569196493254454,157.98470048604005,3.959091897934946,0.007826293455029788,-1.019933576313248e-05,0.6995389703373446,0.5222445988490874,14.945098,5.0,0.002041057370305956,0.994817632411633,0.00042063213787139995,0.789624017
train24.csv,581119,-4.560238668514568,4.285554467915186,-29.688766,21.315899,51.004665,-4.705155,-14.947756,-11.3549795,-7.111677,-2.4346905,2.880067,7.14888,4.6769865,5.297970052913164,6.257935267425138,39.16175381128333,4.744179147159965,0.037336651076029306,-1.0374933834436407e-05,0.5000820960189306,0.38136062623274103,6.1821264,6.0,0.005085929697105359,0.9915908295370492,0.0016304724460696497,0.060708901
train25.csv,581119,-0.6673773338045682,8.5658881181806,-26.64341,23.978592,50.622001999999995,0.22375128,-23.19945,-16.77497,-4.4447317,2.4134312,14.747921,17.26499,6.8581629,5.989204572936013,8.591846818866342,73.81983175886367,3.1010108259253606,0.030030045532921025,-3.2924683110830738e-06,0.5682460857093568,0.44840794455578725,7.270588,6.0,0.0014482261574187837,0.9970957639599833,0.000602534533933402,0.057598512
train26.csv,581119,-1.471945212868013,2.432371173599556,-19.981361,18.880144,38.861505,-1.5370278,-7.8594637,-5.1340556,-2.8380806,-0.23172343,2.7530444,5.125552,2.60635717,2.240442550269458,2.8430709164287724,8.083052235843141,7.0280909577492645,0.09017273600198239,-4.155826871650859e-06,0.618467332641301,0.4839227296626365,5.884499399999999,6.0,0.01925955539645503,0.9526362698278373,0.007175229283668028,0.028622651
train27.csv,581119,2.6186335481182508,10.947339217349738,-46.995743,44.42659,91.422333,3.7283022,-25.086185,-18.861544,-4.018488,7.550676,21.198973,24.574907,11.569164,8.756878265224218,11.256175087437738,126.70147759905394,4.175107675114669,0.012097370929828365,-1.1691921520242078e-05,0.6531874282494213,0.4831373384759619,14.621960699999999,5.0,0.00204529016925785,0.9950720311941509,0.00046089829282342507,0.672913029
train28.csv,581119,0.13183590947869017,10.87052266942682,-33.05301,29.02336,62.07637,0.39169762,-28.58436,-20.875837,-5.0336065,4.2991076,21.344597,23.287674,9.3327141,7.4461027163230336,10.871322082136585,118.18564381355053,3.0403854977591576,0.05525555911191875,-4.119243914316935e-06,0.5067744792990905,0.37498930852571594,8.367553999999998,5.0,0.0007838197585410259,0.9981767904296505,0.0003348708353776371,0.159309086
train29.csv,581119,2.539486827105825,8.541677872368243,-23.306274,28.531746,51.83802,0.9970485,-16.035686,-13.977812,0.12968008,6.7369866,21.057068,24.632837,6.60730652,5.9370783027699146,8.911187026448793,79.4092542203493,3.20178960617854,0.008371793680457325,5.5679303859112136e-06,0.5311558333643426,0.42016775781088866,4.6599795,5.0,0.0010296918216232368,0.9977868907093718,0.000570727255166672,0.045191049
train30.csv,581119,-10.08753621219893,8.386355003965628,-35.58496,22.073782,57.658742000000004,-10.273957,-27.995483,-25.58046,-13.437302,-6.5791383,5.5725236,11.984246,6.8581637,11.347627817537584,13.118282550889202,172.0893370849641,2.7126233835834874,0.043755313034529994,-2.4913013019730862e-05,0.7097786359353032,0.5584679830117635,9.349719999999998,6.0,0.00236348615366082,0.9922725550692844,0.0008754425834935046,0.09275185
train31.csv,581119,-13.866898214093789,15.550467929363492,-61.633114,33.649857,95.282971,-14.693179,-48.244183,-42.678566,-20.479887,-7.082446,15.762508,26.341,13.397441,17.52523725992272,20.83525663154164,434.1079189021999,2.9581163836827047,0.02174945536018502,-3.022485811831684e-05,0.6895334649694,0.5267886630707327,9.7026205,6.0,0.0009760755999038643,0.9973891993336751,0.0002100037844753184,0.928338975
